LEA Record ID,Agency ORI,LEA Batch ID,Transaction Type,NFIA,Date/Time of Stop,Duration of Stop,Is Stop Made in Response to Call for Service,Officer Unique ID,Officer Years of Experience,Officer Type of Assignment,Other Assignment Type,Proxy Login,Location,City,Is Location a K‐12 Public School,K‐12 School Code,Per00n Number,Perceived Race or Ethnicity,Perceived Race or Ethnicity 2,Perceived Gender 1‐4,Perceived Gender 5 ‐ Gender Nonconforming,Is LGBT,Perceived Age,Per00n had Limited or No English Fluency,Perceived or Known Disability,Perceived or Known Disability 2,Perceived or Known Disability 3,"If K‐12 School, Is Stop of a Student",Rea00n for Stop,Rea00n for Stop Narrative,Traffic Violation Type,Traffic Violation ‐ CJIS Offense Code,Education Code Section,Education Code Subdivision,Suspicion CJIS Offense Code,Suspicion Sub‐Type,Suspicion Sub‐Type 2,Actions Taken,Actions Taken 2,Actions Taken 3,Actions Taken 4,Basis for Search,Basis for Search Narrative,Basis for Property Seizure,Type of Property Seized,Type of Property Seized 2,Type of Property Seized 3,Contraband or Evidence,Contraband or Evidence 2,Contraband or Evidence 3,Result of Stop,Warning CJIS Offense Code(s),Citation CJIS Offense Code(s),In‐field cite and release CJIS Offense Code(s),Custodial arrest CJIS Offense Code(s),Beat,Race Noted Before Detention,Marin Resident,,,,,,,,,,,,,,,,,
3cf59fb0-8b81-417e-8699-724c0dfc5f20,CA0210000,,,,10/3/2020 23:34,4,No,12628,3,"1_Patrol, traffic enforcement, field operations",,,NB Hwy 101 at Rowland,NOVATO,No,,,7_White,7_White,2_Female,,No,50,No,8_None,,,,1_Traffic violation,Car traveling at excess speed on fwy ,1_Moving violation,54106,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22350,,,,,,,,,,,,,,,,,,,,,,,
021e5eea-a05a-4043-87a1-132d7f5fcb89,CA0210000,,,,10/3/2020 23:28,9,No,12054,13,"1_Patrol, traffic enforcement, field operations",,,NB 101 @ shoreline ,MILL VALLEY,No,,,3_Hispanic/Latino(a),,1_Male,,Yes,40,No,8_None,,,,1_Traffic violation,Cvc violation ,1_Moving violation,54179,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
cc0a95d6-13e2-427e-be57-7ca88fa6bc91,CA0210000,,,,10/3/2020 23:35,7,No,12649,3,"1_Patrol, traffic enforcement, field operations",,,Sb 101 at Central San Rafael,SAN RAFAEL,No,,,2_Black/African American,,1_Male,,No,45,No,8_None,,,,1_Traffic violation,I saw vehicle driving without a rear license plate in violation of 5200(a) CVC,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,,,,,,,,,,,,,,,,,,,,
f1b12400-2400-4114-9680-e03328f83305,CA0210000,,,,10/3/2020 23:35,7,No,12649,3,"1_Patrol, traffic enforcement, field operations",,,SB 101 at Central San Rafael,SAN RAFAEL,No,,,2_Black/African American,,2_Female,,No,45,No,8_None,,,,1_Traffic violation,I saw vehicle driving without a rear license plate in violation of 5200(a) CVC,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),5200(A),,,,,,,,,,,,,,,,,,,,,,,
90b75ace-78de-4db7-bcb2-cebaa692686c,CA0210000,,,,10/4/2020 00:33,29,No,12649,3,"1_Patrol, traffic enforcement, field operations",,,SB 101 at Sir Francis Drake,SAN RAFAEL,No,,,3_Hispanic/Latino(a),5_Native American,2_Female,,No,45,No,8_None,,,,1_Traffic violation,Driver’s side tail light broken in violation of 24600 CVC,2_Equipment violation,54193,,,,,,1_Per00n removed from vehicle by order,3_Field 00briety test conducted,24_NONE,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
3147596c-a606-44df-b56b-f39b0a887382,CA0210000,,,,10/4/2020 01:15,2,No,12054,13,"1_Patrol, traffic enforcement, field operations",,,Sb 101 @ Rodeo,SAUSALITO,No,,,3_Hispanic/Latino(a),,1_Male,,No,50,Yes,8_None,,,,1_Traffic violation,Cvc violation ,1_Moving violation,54149,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
32f5a01f-c0bd-4b5f-8148-0668ed04532c,CA0210000,,,,10/3/2020 23:21,7,No,12866,1,"1_Patrol, traffic enforcement, field operations",,,Spencer ave at Hwy 101,SAUSALITO,No,,,7_White,,1_Male,,No,30,No,8_None,,,,1_Traffic violation,"Observed vehicle driving on Highway 101 at 69 mph, al00 had a rear twilight out",1_Moving violation,54303,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),22349(A),,,,,,,,,,,,,,,,,,,,,,,
efff7ce1-df18-4525-a94a-7e5ceb9651f4,CA0210000,,,,10/3/2020 05:55,60,Yes,12327,5,"1_Patrol, traffic enforcement, field operations",,,200 evergreen ave,MILL VALLEY,No,,,1_Asian,,2_Female,,No,30,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Domestic violence suspect,,,,,,3_Witness or victim identification of suspect at the scene,,5_Handcuffed or flex cuffed,,,,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
57adb1b8-0e86-4744-a332-6c3c531de7c3,CA0210000,,,,10/4/2020 04:32,5,No,12054,13,"1_Patrol, traffic enforcement, field operations",,,Woodland and Auburn,SAN RAFAEL,No,,,7_White,,1_Male,,No,50,No,8_None,,,,1_Traffic violation,Cvc violation on 11-96 for 4000(A)(1). ,2_Equipment violation,54657,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
3e6f2981-f1a7-4bf7-b664-6ddabc9b3017,CA0210000,,,,10/4/2020 04:45,6,No,12866,1,"1_Patrol, traffic enforcement, field operations",,,600 Miller Avenue,MILL VALLEY,No,,,3_Hispanic/Latino(a),,1_Male,,No,30,No,8_None,,,,1_Traffic violation,Vehicle observed driving with tinted windows,2_Equipment violation,54196,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
e8f3f144-3df8-45f0-99e5-82dff134b3ef,CA0210000,,,,10/4/2020 04:42,5,No,12054,13,"1_Patrol, traffic enforcement, field operations",,,E sir Francis drake/ larkspur landing,LARKSPUR,No,,,2_Black/African American,,1_Male,,No,39,No,8_None,,,,1_Traffic violation,Cvc violation ,2_Equipment violation,54657,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
200b1b1f-a5a7-4b5f-b27f-d86142eee1fe,CA0210000,,,,10/4/2020 09:59,41,Yes,12838,1,"1_Patrol, traffic enforcement, field operations",,,2000 Sir Francis Drake,FAIRFAX,No,,,4_Middle Eastern or 00uth Asian,4_Middle Eastern or 00uth Asian,2_Female,,No,55,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Fight involving multiple parties. Located the vehicle traveling through Fairfax. ,,,,,242,2_Matched suspect description,,1_Per00n removed from vehicle by order,24_NONE,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
724dcfa4-570b-48a3-8410-d2fe18bdc152,CA0210000,,,,10/4/2020 09:59,41,Yes,12838,1,"1_Patrol, traffic enforcement, field operations",,,2000 Sir Francis Drake,FAIRFAX,No,,,4_Middle Eastern or 00uth Asian,4_Middle Eastern or 00uth Asian,1_Male,,No,55,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Fight involving multiple parties. Located the vehicle traveling through Fairfax. ,,,,,242,2_Matched suspect description,2_Matched suspect description,1_Per00n removed from vehicle by order,24_NONE,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
7302ad17-e0ab-4326-96bc-8b147c3bedee,CA0210000,,,,10/4/2020 09:59,41,Yes,12838,1,"1_Patrol, traffic enforcement, field operations",,,2000 Sir Francis Drajs,FAIRFAX,No,,,7_White,7_White,1_Male,,No,20,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Fight involving multiple parties. Located the vehicle traveling through Fairfax. ,,,,,242,2_Matched suspect description,2_Matched suspect description,1_Per00n removed from vehicle by order,24_NONE,,,,,,,,,1_None,,,2_Warning (verbal or written),242,,,,,,,,,,,,,,,,,,,,,,,
acd6cc81-906f-42c0-a88e-3ff4578f561b,CA0210000,,,,10/4/2020 09:59,41,Yes,12838,1,"1_Patrol, traffic enforcement, field operations",,,2000 Sir Francis Drake,FAIRFAX,No,,,7_White,7_White,1_Male,,No,20,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Fight involving multiple parties. Located the vehicle traveling through Fairfax. ,,,,,242,2_Matched suspect description,2_Matched suspect description,1_Per00n removed from vehicle by order,24_NONE,,,,,,,,,1_None,,,2_Warning (verbal or written),242,,,,,,,,,,,,,,,,,,,,,,,
3f666bf9-0d6c-4c88-a499-ea424c33608e,CA0210000,,,,10/4/2020 10:10,5,Yes,11207,17,"1_Patrol, traffic enforcement, field operations",,,200 Greene street ,MILL VALLEY,No,,,7_White,,1_Male,,No,55,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,MCC violation does construction ,,,,,NA - XX,1_Officer witnessed commission of a crime,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),NA - XX,,,,,,,,,,,,,,,,,,,,,,,
08bc9f02-acf1-4789-ac60-bed24db1a39d,CA0210000,,,,10/4/2020 06:13,45,Yes,11207,17,"1_Patrol, traffic enforcement, field operations",,,500 shoreline hwy ,MUIR BEACH,No,,,3_Hispanic/Latino(a),3_Hispanic/Latino(a),1_Male,,No,35,Yes,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,DUI crash and assisted Chp with my observations etc. ,,,,,NA - XX,9_Other rea00nable suspicion of a crime,,3_Field 00briety test conducted,,,,,,1_Safekeeping as allowed by law/statute,,,,6_Alcohol,1_None,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
0f1195f3-d704-47e5-9d8a-f3fc3a749724,CA0210000,,,,10/4/2020 11:42,15,No,11207,17,"1_Patrol, traffic enforcement, field operations",,,800 Redwood Highway Frontage ,MILL VALLEY,No,,,7_White,7_White,1_Male,,No,35,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,1196   Vehicle where known drug addict was sitting in. ,,,,,NA - XX,7_Actions indicative of a drug transaction,,4_Curbside detention,24_NONE,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
2254faee-6539-4bb8-b3c8-6091ece96152,CA0210000,,,,10/4/2020 21:39,8,No,12628,3,"1_Patrol, traffic enforcement, field operations",,,EB Hwy 37 @ Atherton,NOVATO,No,,,7_White,7_White,2_Female,,No,45,No,8_None,,,,1_Traffic violation,Observed vehicle traveling in front of me with expired registration,2_Equipment violation,54099,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),4000(A),,,,,,,,,,,,,,,,,,,,,,,
63cbed83-ba07-46a3-8039-bcac3e2fac40,CA0210000,,,,10/4/2020 22:03,3,No,12649,3,"1_Patrol, traffic enforcement, field operations",,,200 E Sir Francis Drake Blvd,SAN QUENTIN,No,,,2_Black/African American,,1_Male,,No,20,No,8_None,,,,1_Traffic violation,No front plate,2_Equipment violation,54644,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
46b5565d-6bc4-4590-b18a-282a88218553,CA0210000,,,,10/4/2020 23:14,5,No,11802,11,"1_Patrol, traffic enforcement, field operations",,,30 Shoreline HWY,MILL VALLEY,No,,,7_White,7_White,2_Female,,No,30,No,8_None,,,,1_Traffic violation,Brake light out,2_Equipment violation,54194,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
13724fc5-e327-435d-8ed3-92e7be9380ea,CA0210000,,,,10/4/2020 22:42,38,No,12649,3,"1_Patrol, traffic enforcement, field operations",,,Sir Francis Drake Blvd at Wolfe Grade,GREENBRAE,No,,,3_Hispanic/Latino(a),,1_Male,,No,25,Yes,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,"I observed vehicle cross over the fog line into the shoulder, straddle east bound lanes on Sir Francis Drake, and fail to maintain lanes.",,,,,23152(A)/23152(B),1_Officer witnessed commission of a crime,,1_Per00n removed from vehicle by order,3_Field 00briety test conducted,24_NONE,,,,3_Evidence,5_Alcohol,,,6_Alcohol,1_None,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
e9cf90bd-14f7-427a-aece-f5f81fe612ff,CA0210000,,,,10/4/2020 18:54,75,Yes,11802,11,"1_Patrol, traffic enforcement, field operations",,,Gate 6 road at bridgeway ,SAUSALITO,No,,,7_White,,1_Male,,No,60,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Dispatched to WELCK upon contacted subject was hbd and unable to care for self,,,,,647(F),1_Officer witnessed commission of a crime,,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,20_Search of property was conducted,6_Patrol car detention,,,,,,,1_None,,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
00bf35f3-d194-4dc0-b676-203eeb8a59a0,CA0210000,,,,10/5/2020 00:47,5,No,11802,11,"1_Patrol, traffic enforcement, field operations",,,Parking lot at gate 6 road,SAUSALITO,No,,,4_Middle Eastern or 00uth Asian,,1_Male,,Yes,30,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Parked outside store after hours,,,,,,9_Other rea00nable suspicion of a crime,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
52c38b55-4a5c-4112-9129-eccf8a9a6337,CA0210000,,,,10/5/2020 05:16,3,No,11802,11,"1_Patrol, traffic enforcement, field operations",,,100 Shoreline HWY,MILL VALLEY,No,,,2_Black/African American,,1_Male,,No,40,No,8_None,,,,1_Traffic violation,Tail light was out,2_Equipment violation,54193,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
882010c0-4569-48df-8a44-d9049d0720a4,CA0210000,,,,10/4/2020 00:35,10,No,11802,11,"1_Patrol, traffic enforcement, field operations",,,100 Drake Avenue ,MARIN CITY,No,,,2_Black/African American,,1_Male,,No,45,No,8_None,,,,"3_Known to be on parole/probation,PRCS, mandatory supervision",Consensual contact ,,,,,,,,17_Asked for consent to search per00n,19_Asked for consent to search property,24_NONE,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
ccb897b1-7d44-4c16-a899-ab3aa5eafc68,CA0210000,,,,10/4/2020 15:37,65,No,12859,,"1_Patrol, traffic enforcement, field operations",,,Shoreline Hwy/Laurel Way,TAMALPAIS VALLEY,No,,,7_White,7_White,1_Male,,No,40,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Expired registration on truck ,,,,,4000(A)(1),9_Other rea00nable suspicion of a crime,9_Other rea00nable suspicion of a crime,18_Search of per00n was conducted,20_Search of property was conducted,24_NONE,,4_Condition of parole/probation/PRCS/mandatory supervision,Active CDCR Parole,3_Evidence,7_Drug paraphernalia,,,8_Drug paraphernalia,1_None,,2_Warning (verbal or written),11364(A),,,,,,,,,,,,,,,,,,,,,,,
88d51d5c-70b1-46f6-84a1-e126ce764c54,CA0210000,,,,10/5/2020 08:59,15,Yes,12859,,"1_Patrol, traffic enforcement, field operations",,,8 Barbaree Way,TIBURON,No,,,7_White,7_White,2_Female,,No,65,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Argument heard between a couple in their apartment. ,,,,,415(2),9_Other rea00nable suspicion of a crime,9_Other rea00nable suspicion of a crime,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
7cdcb2c9-f58c-45c6-b575-29c7dd06069f,CA0210000,,,,10/5/2020 09:48,12,Yes,11186,18,"1_Patrol, traffic enforcement, field operations",,,Wolf grade/Sfd intersection ,KENTFIELD,No,,,7_White,,1_Male,,No,50,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Call for service regarding male tossing garbage cans into the street- poss under the influence. ,,,,,594(A),2_Matched suspect description,,4_Curbside detention,17_Asked for consent to search per00n,18_Search of per00n was conducted,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
0178927f-58db-4cce-b1e4-244abc33e85a,CA0210000,,,,10/5/2020 08:15,55,No,12593,3,"1_Patrol, traffic enforcement, field operations",,,600 drake ave ,MARIN CITY,No,,,2_Black/African American,2_Black/African American,1_Male,,No,25,No,8_None,,,,6_Consensual encounter resulting in search,Consensual contact with two subjects in vehicle ,,,,,,,,21_Property was seized,18_Search of per00n was conducted,5_Handcuffed or flex cuffed,1_Per00n removed from vehicle by order,,,3_Evidence,4_Drugs/narcotics,,,5_Drugs/narcotics,8_Drug paraphernalia,,5_Custodial arrest pursuant to outstanding warrant,,,,,,,,,,,,,,,,,,,,,,,,
89046740-e61e-40f2-8a21-9f245f4b976d,CA0210000,,,,10/5/2020 08:15,55,No,12593,3,"1_Patrol, traffic enforcement, field operations",,,600 drake ave ,MARIN CITY,No,,,2_Black/African American,2_Black/African American,1_Male,,No,40,No,8_None,,,,6_Consensual encounter resulting in search,Consensual contact ,,,,,,,,4_Curbside detention,,,,,,3_Evidence,4_Drugs/narcotics,,,8_Drug paraphernalia,5_Drugs/narcotics,,4_In-field cite and release,,,11377(A),,,,,,,,,,,,,,,,,,,,,
7a62291e-66d6-472a-a3e5-ad8cb8fedb62,CA0210000,,,,10/5/2020 17:30,10,Yes,12593,3,"1_Patrol, traffic enforcement, field operations",,,300 Donahue st ,MARIN CITY,No,,,2_Black/African American,2_Black/African American,1_Male,,No,25,No,4_Mental health condition,4_Mental health condition,,,"3_Known to be on parole/probation,PRCS, mandatory supervision",Trespassing at a shopping center ,,,,,,,,4_Curbside detention,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
26e80781-eada-417d-98ab-6c59791f7f41,CA0210000,,,,10/5/2020 16:27,20,Yes,12859,,"1_Patrol, traffic enforcement, field operations",,,180 Donahue St,MARIN CITY,No,,,2_Black/African American,2_Black/African American,1_Male,,No,20,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject was trespassing and had been advised multiple times that he was not wanted on property. Last contact made he was arrested for 602 PC. ,,,,,602,2_Matched suspect description,9_Other rea00nable suspicion of a crime,18_Search of per00n was conducted,24_NONE,,,4_Condition of parole/probation/PRCS/mandatory supervision,Subject on probation. ,,,,,1_None,,,13_Referral to school counselor or other support staff ,,,,,,,,,,,,,,,,,,,,,,,,
4f8904e2-4ace-4183-b504-ba3dec3bdee2,CA0210000,,,,10/5/2020 16:51,20,Yes,12859,,"1_Patrol, traffic enforcement, field operations",,,306 Strawberry Vlg,TIBURON,No,,,7_White,7_White,2_Female,,No,40,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject contacted Kaiser hospital and made suicidal statements. Possible HBD. ,,,,,647(F),2_Matched suspect description,9_Other rea00nable suspicion of a crime,24_NONE,,,,,,,,,,1_None,,,13_Referral to school counselor or other support staff ,,,,,,,,,,,,,,,,,,,,,,,,
24d7c080-5a32-409f-a2c8-7851f0c9c8cc,CA0210000,,,,10/5/2020 18:42,12,Yes,12516,5,"1_Patrol, traffic enforcement, field operations",,,700 ALTA VISTA,TAMALPAIS VALLEY,No,,,7_White,,2_Female,,No,45,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,RESPONSE TO 415V,,,,,,9_Other rea00nable suspicion of a crime,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
ae57302a-0020-44c0-869c-441293e84cfe,CA0210000,,,,10/5/2020 21:05,10,Yes,12649,3,"1_Patrol, traffic enforcement, field operations",,,200 Bin Air Rd,GREENBRAE,No,,,7_White,,1_Male,,No,45,No,4_Mental health condition,8_None,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Subject evaluated for 5150 WI,,,,,NA - XX,2_Matched suspect description,,17_Asked for consent to search per00n,18_Search of per00n was conducted,19_Asked for consent to search property,20_Search of property was conducted,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
7f3a12f4-1dd1-4e60-91d7-0b1dd745c24e,CA0210000,,,,10/2/2020 22:20,90,No,13020,0,"1_Patrol, traffic enforcement, field operations",,,Sir Francis Drake BLVD/Larkspur Lansing Cir,LARKSPUR,No,,,2_Black/African American,2_Black/African American,1_Male,,No,25,No,8_None,,,,1_Traffic violation,No front license plate. Rear license plate concealed.,2_Equipment violation,54644,,,,,,1_Per00n removed from vehicle by order,2_Per00n removed from vehicle by physical contact,20_Search of property was conducted,5_Handcuffed or flex cuffed,,,3_Evidence,1_Firearms,,,2_Firearm(s),3_Ammunition,5_Drugs/narcotics,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
8e9b8c49-15c9-4097-8b08-f191a3f9a79c,CA0210000,,,,10/5/2020 19:05,45,Yes,12761,2,"1_Patrol, traffic enforcement, field operations",,,200 N San Pedro,SAN RAFAEL,No,,,7_White,,2_Female,,No,50,No,8_None,,,,6_Consensual encounter resulting in search,1066 call for service,,,,,,,,24_NONE,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
e2021bf9-9351-4f6d-92bc-d89aa89e0fda,CA0210000,,,,10/5/2020 21:10,15,No,12761,2,"1_Patrol, traffic enforcement, field operations",,,1600 Los Gamos,SAN RAFAEL,No,,,7_White,,2_Female,,No,40,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Women sitting in front of active locked construction site with shopping cart and bags.,,,,,459,6_Suspected of acting as a lookout,,4_Curbside detention,,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
13d00168-6084-4831-9ef4-a3d5d77ac31b,CA0210000,,,,10/6/2020 00:05,2,No,12341,5,"1_Patrol, traffic enforcement, field operations",,,Seminary/milland,MILL VALLEY,No,,,7_White,,2_Female,,No,23,No,8_None,,,,1_Traffic violation,Vehicle was driving without headlights being illuminated ,2_Equipment violation,54191,,,,,,24_NONE,,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
3233a85f-58df-4460-bc99-d28d7310ae39,CA0210000,,,,10/5/2020 22:40,94,Yes,12068,,"1_Patrol, traffic enforcement, field operations",,,700 B st,SAN RAFAEL,No,,,7_White,,1_Male,,No,50,No,8_None,,,,2_Rea00nable suspicion that per00n was engaged in criminal activity,Victim stated the subject violated a served DV order and saw him come within 100 yards of her ,,,,,273.6(A),2_Matched suspect description,,5_Handcuffed or flex cuffed,18_Search of per00n was conducted,20_Search of property was conducted,21_Property was seized,,,3_Evidence,4_Drugs/narcotics,,,5_Drugs/narcotics,1_None,,6_Custodial arrest without warrant,,,,,,,,,,,,,,,,,,,,,,,,
a6a7fcd6-bf2c-484e-bfcd-c175d19da426,CA0210000,,,,10/6/2020 00:52,5,No,13020,0,"1_Patrol, traffic enforcement, field operations",,,700 Binford Road,NOVATO,No,,,7_White,,1_Male,,No,63,No,8_None,,,,1_Traffic violation,Mechanical violation.,2_Equipment violation,54110,,,,,,17_Asked for consent to search per00n,19_Asked for consent to search property,,,,,,,,,1_None,,,2_Warning (verbal or written),,,,,,,,,,,,,,,,,,,,,,,,
382dfff5-5c75-4bde-8f12-d1a67e8c822f,CA0210000,,,,10/5/2020 23:30,25,No,13020,0,"1_Patrol, traffic enforcement, field operations",,,8000 Binford Road,NOVATO,No,,,7_White,,1_Male,,No,45,No,8_None,,,,6_Consensual encounter resulting in search,Subject in area of high drug activity. On PRCS.,,,,,,,,18_Search of per00n was conducted,20_Search of property was conducted,,,,,,,,,1_None,,,1_No action,,,,,,,,,,,,,,,,,,,,,,,,
