contactdate,contacttime,cadincident,casenumber,dispatched,encountertype,beat,bfostopped,areastopped,blocknumber,Address,intelligenceled,bwcactivated,subject_reasonforencounter,suspicion_type_AB953,ReasonForStop,InitiatingOffense_AB953,TypeTraffic_AB953,TrafficCode,subjectnumber,LocationVehicleOccupant,subject_age,subject_agegroup,perceived_age_AB953,gender_opd,perceived_gender_AB953,GenderNonCon,LGBT,race_opd,perceived_race_AB953,RacePerceivedPrior,Disability,Fluency,Student,EduCode,EduCodeSubdivision,oaklandresident,Parole,Probation,stop_relatedactions_AB953,search_relatedactions_AB953,uof_relatedactions_AB953,other_actions_AB953,Consent_Person,Consent_Given_Person,Consent_Property,Consent_Given_Property,no_actions_above_ck,handcuffed,citationnumber,subject_durationofencounter,SearchRelatedActions_AB953,searchconducted,searched,SearchBasis_AB953,SearchTypeGrouping_opd,EvidDisc_AB953,discovery_opd,BasisForSeizure_AB953,recovery_opd,PropertySeized_AB953,ResultofStop_AB953,resultofstop_opd,UseOfForce_opd,FinalDate,VTKReportID,vtkreportid_without_minus_sign,Unique ID
1/7/21,32:00.0,LOP210107000214,NULL,Non-Dispatch,Vehicle,02Y,BFO 1,Area 1,1500,Middle Harbor Road,No,Yes,Traffic violation,NULL,Traffic Violation,21457(A)-VC-FAIL STOP:FLASH RED LIGHT-I,Moving violation,21457(A)-VC-FAIL STOP:FLASH RED LIGHT-I,1,Driver,29,18-29,35,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2269395,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/22/21,067WAGHZ1XJ2SP,067WAGHZ1XJ2SP,067WAGHZ1XJ2SP-1
1/8/21,21:00.0,LOP210108000724,NULL,Non-Dispatch,Vehicle,30Y,BFO 2,Area 5,2600,77th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23103-VC-RECKLESS DRIVING-M,Moving violation,23103-VC-RECKLESS DRIVING-M,1,Driver,22,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/8/21,503WAHRRZC4VZB,503WAHRRZC4VZB,503WAHRRZC4VZB-1
1/8/21,21:00.0,LOP210108000364,NULL,Non-Dispatch,Vehicle,30X,BFO 2,Area 5,6900,Bancroft Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,NULL,20,18-29,20,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2042532,30,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/10/21,461WAHLEZGT5S6,461WAHLEZGT5S6,461WAHLEZGT5S6-1
1/8/21,10:00.0,LOP210108000894,NULL,Non-Dispatch,Vehicle,09X,BFO 1,Area 2,4300,Broadway,No,Yes,Traffic violation,NULL,Traffic Violation,12500(A)-VC-DRIVE W/O LICENSE-M,"Non-moving violation, including registration",12500(A)-VC-DRIVE W/O LICENSE-M,1,Driver,14,Under 18,16,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2268844,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,658WAHVPK8WB8J,658WAHVPK8WB8J,658WAHVPK8WB8J-1
1/8/21,00:00.0,LOP210108000805,21-001237,Non-Dispatch,Vehicle,09X,BFO 1,Area 2,4300,Broadway,No,Yes,Traffic violation,NULL,Traffic Violation,12951(A)-VC-DRIVE W/O VALID LICENSE-I,Equipment violation,12951(A)-VC-DRIVE W/O VALID LICENSE-I,1,Driver,53,Over 40,50,F,Female,0,0,White,White,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,2/8/21,486WAHXPBYKYFU,486WAHXPBYKYFU,486WAHXPBYKYFU-1
1/8/21,03:00.0,LOP210108000805,NULL,Non-Dispatch,Vehicle,09X,BFO 1,Area 2,4300,Broadway,No,Yes,Traffic violation,NULL,Traffic Violation,12500(A)-VC-DRIVE W/O LICENSE-M,"Non-moving violation, including registration",12500(A)-VC-DRIVE W/O LICENSE-M,1,Driver,59,Over 40,50,F,Female,0,0,Black/African American,Black/African American,Yes,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2027069,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,1/14/21,205WAHWKB46PK6,205WAHWKB46PK6,205WAHWKB46PK6-1
1/8/21,45:00.0,LOP210108000876,NULL,Non-Dispatch,Vehicle,10X,BFO 1,Area 2,4300,Broadway,No,Yes,Traffic violation,NULL,Traffic Violation,12500(A)-VC-DRIVE W/O LICENSE-M,Equipment violation,12500(A)-VC-DRIVE W/O LICENSE-M,1,Driver,43,Over 40,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2034889,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,263WAHVLP0GXHR,263WAHVLP0GXHR,263WAHVLP0GXHR-1
1/8/21,15:00.0,LOP210108000876,NULL,Non-Dispatch,Vehicle,10X,BFO 1,Area 2,4300,Broadway,No,Yes,Traffic violation,NULL,Traffic Violation,12500(A)-VC-DRIVE W/O LICENSE-M,Equipment violation,12500(A)-VC-DRIVE W/O LICENSE-M,1,Driver,62,Over 40,50,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2034890,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,263WAHVSUKFMJ4,263WAHVSUKFMJ4,263WAHVSUKFMJ4-1
1/8/21,35:00.0,LOP210108000876,NULL,Non-Dispatch,Vehicle,10X,BFO 1,Area 2,4300,Broadway,No,Yes,Traffic violation,NULL,Traffic Violation,12951(A)-VC-DRIVE W/O VALID LICENSE-I,Equipment violation,12951(A)-VC-DRIVE W/O VALID LICENSE-I,1,Driver,32,30-39,30,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/13/21,263WAHVXCG04JC,263WAHVXCG04JC,263WAHVXCG04JC-1
1/8/21,50:00.0,LOP210108000805,NULL,Non-Dispatch,Vehicle,09X,BFO 1,Area 2,4300,Broadway,No,Yes,Traffic violation,NULL,Traffic Violation,12500(A)-VC-DRIVE W/O LICENSE-M,Moving violation,12500(A)-VC-DRIVE W/O LICENSE-M,1,Driver,36,30-39,35,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2042278,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,273WAHX3PERPEA,273WAHX3PERPEA,273WAHX3PERPEA-1
1/8/21,23:00.0,LOP210108000911,NULL,Non-Dispatch,Vehicle,09X,BFO 1,Area 2,4200,Broadway,No,Yes,Traffic violation,NULL,Traffic Violation,12500(A)-VC-DRIVE W/O LICENSE-M,Equipment violation,12500(A)-VC-DRIVE W/O LICENSE-M,1,Driver,25,18-29,30,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2022251,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,201WAHVT54PHYR,201WAHVT54PHYR,201WAHVT54PHYR-1
1/8/21,00:00.0,LOP210108000536,NULL,Non-Dispatch,Vehicle,22X,BFO 1,Area 3,3300,Foothill Boulevard,Yes,Yes,Traffic violation,NULL,Traffic Violation,26708.5-VC-WINDOW INSTAL/ETC MAT VIO-I,Equipment violation,26708.5-VC-WINDOW INSTAL/ETC MAT VIO-I,1,Driver,50,Over 40,50,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,"Person removed from vehicle by order,Curbside detention,","Search of person conducted,Search of property conducted,",NULL,NULL,No,NULL,No,NULL,0,No,NULL,10,"Search of person conducted,Search of property conducted,",Yes,Person and Property,"Officer safety/safety of others,Odor of contraband,Visible contraband,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,2/2/21,809WAHOGEY21HK,809WAHOGEY21HK,809WAHOGEY21HK-1
1/8/21,40:00.0,LOP210108000318,NULL,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,8700,Golf Links Road,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,30,30-39,30,F,Female,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138384,21,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,257WAHJYKY9RC5,257WAHJYKY9RC5,257WAHJYKY9RC5-1
1/8/21,57:00.0,LOP210108000334,NULL,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,8700,Golf Links Road,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,19,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138385,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,257WAHKBPC9VQ1,257WAHKBPC9VQ1,257WAHKBPC9VQ1-1
1/8/21,43:00.0,LOP210108000323,NULL,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,8600,Golf Links Road,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,31,30-39,25,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138202,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,265WAHMEIQ1STI,265WAHMEIQ1STI,265WAHMEIQ1STI-1
1/8/21,00:00.0,LOP210108000339,NULL,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,8600,Golf Links Road,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,38,30-39,40,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,21388203,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,265WAHMKMC5YF4,265WAHMKMC5YF4,265WAHMKMC5YF4-1
1/8/21,01:00.0,LOP210108000471,NULL,Non-Dispatch,Vehicle,28X,BFO 2,Area 4,,High Street & Porter Street,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,29,18-29,29,M,Male,0,0,Hispanic,Hispanic/Latino(a),Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"Weapon(s) other than a firearm,",Yes,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/8/21,LPRWAHMGZ9DUMQ,LPRWAHMGZ9DUMQ,LPRWAHMGZ9DUMQ-1
1/8/21,09:00.0,LOP210108000657,NULL,Non-Dispatch,Vehicle,34X,BFO 2,Area 5,8500,Holly Street,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,28,18-29,25,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2059028,12,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,2/3/21,861WAHQPGXVJZI,861WAHQPGXVJZI,861WAHQPGXVJZI-1
1/9/21,32:00.0,LOP210109001058,21-001504,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,2100,96th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23103-VC-RECKLESS DRIVING-M,Moving violation,23103-VC-RECKLESS DRIVING-M,1,Driver,19,18-29,20,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,"Person removed from vehicle by order,Curbside detention,Handcuffed or flex cuffed,","Search of person conducted,Search of property conducted,",NULL,NULL,No,NULL,No,NULL,0,Yes,2027110,25,"Search of person conducted,Search of property conducted,",Yes,Person and Property,"Suspected weapons,Officer safety/safety of others,Visible contraband,",Discretionary Search,"Marijuana,",Yes,NULL,No,NULL,"Field Interview card completed,In-field cite and release - Offense(s) required,",Arrest,NULL,1/11/21,LPRWAJGXMHPASR,LPRWAJGXMHPASR,LPRWAJGXMHPASR-1
1/9/21,09:00.0,LOP210109000958,NULL,Non-Dispatch,Vehicle,31X,BFO 2,Area 5,8800,Oakport Street,Yes,Yes,Traffic violation,NULL,Traffic Violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,Moving violation,22107-VC-UNSAF TURN &/OR NO SIGNAL-I,1,Driver,64,Over 40,65,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/10/21,LPRWAIWZRB8Z1X,LPRWAIWZRB8Z1X,LPRWAIWZRB8Z1X-1
1/10/21,50:00.0,LOP210110000572,NULL,Non-Dispatch,Vehicle,03X,BFO 1,Area 1,200,8th Street,No,Yes,Traffic violation,NULL,Traffic Violation,21657-VC-DISOBEY TRAFFIC DIRECTION-I,Moving violation,21657-VC-DISOBEY TRAFFIC DIRECTION-I,1,Driver,60,Over 40,50,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,4/10/21,552WAJP3A5XMKS,552WAJP3A5XMKS,552WAJP3A5XMKS-1
1/10/21,56:00.0,LOP210110000827,21-001641,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,2700,98th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23103-VC-RECKLESS DRIVING-M,Moving violation,23103-VC-RECKLESS DRIVING-M,1,Driver,19,18-29,15,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,"Person removed from vehicle by order,Curbside detention,","Search of person conducted,Search of property conducted,Property seized,Vehicle impounded,",NULL,NULL,No,NULL,No,NULL,0,No,2027111,25,"Search of person conducted,Search of property conducted,Property seized,Vehicle impounded,",Yes,Person and Property,"Suspected weapons,Officer safety/safety of others,Vehicle inventory,",Discretionary Search,"None,",No,"Impound of vehicle,",Yes,"Vehicle,","Field Interview card completed,In-field cite and release - Offense(s) required,",Arrest,NULL,1/11/21,LPRWAJWQ39414U,LPRWAJWQ39414U,LPRWAJWQ39414U-1
1/10/21,56:00.0,LOP210110000827,21-001641,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,2700,98th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23103-VC-RECKLESS DRIVING-M,Moving violation,23103-VC-RECKLESS DRIVING-M,2,Passenger,22,18-29,20,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",1,NULL,NULL,NULL,No,0,0,"Person removed from vehicle by order,Curbside detention,","Search of person conducted,",NULL,NULL,No,NULL,No,NULL,0,No,NULL,25,"Search of person conducted,",Yes,Person,"Suspected weapons,Officer safety/safety of others,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,1/11/21,LPRWAJWQ39414U,LPRWAJWQ39414U,LPRWAJWQ39414U-2
1/10/21,56:00.0,LOP210110000827,21-001641,Non-Dispatch,Vehicle,35X,BFO 2,Area 5,2700,98th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,23103-VC-RECKLESS DRIVING-M,Moving violation,23103-VC-RECKLESS DRIVING-M,3,Passenger,15,Under 18,15,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,No,0,0,"Person removed from vehicle by order,Curbside detention,","Search of person conducted,",NULL,NULL,No,NULL,No,NULL,0,No,NULL,25,"Search of person conducted,",Yes,Person,"Suspected weapons,Officer safety/safety of others,",Discretionary Search,"None,",No,NULL,No,NULL,"Field Interview card completed,",No Action,NULL,1/11/21,LPRWAJWQ39414U,LPRWAJWQ39414U,LPRWAJWQ39414U-3
1/10/21,18:00.0,LOP210110000272,NULL,Non-Dispatch,Vehicle,27X,BFO 2,Area 4,5300,Foothill Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,22103-VC-UNLAWFL UTURN:RESIDENTIAL-I,Moving violation,22103-VC-UNLAWFL UTURN:RESIDENTIAL-I,1,Driver,21,18-29,20,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2042725,20,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/10/21,860WAJJXXQOVT4,860WAJJXXQOVT4,860WAJJXXQOVT4-1
1/10/21,18:00.0,LOP210110000048,NULL,Non-Dispatch,Vehicle,23X,BFO 2,Area 4,3400,Foothill Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,24600-VC-TAILLAMP VIOLATIONS-I,Equipment violation,24600-VC-TAILLAMP VIOLATIONS-I,1,Driver,19,18-29,19,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,No,NULL,No,NULL,0,NULL,NULL,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/16/21,LPRWAJAPOD3IZ1,LPRWAJAPOD3IZ1,LPRWAJAPOD3IZ1-1
1/10/21,51:00.0,LOP210110000573,NULL,Non-Dispatch,Vehicle,20X,BFO 1,Area 3,1300,Fruitvale Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,59,Over 40,40,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/10/21,456WAJQBKUQWG4,456WAJQBKUQWG4,456WAJQBKUQWG4-1
1/11/21,15:00.0,LOP210111000905,NULL,Non-Dispatch,Vehicle,18Y,BFO 1,Area 3,3200,14th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,37,30-39,37,M,Male,0,0,Other,Middle Eastern or South Asian,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,No,NULL,No,NULL,0,NULL,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/18/21,LPRWAKXLIVVCOR,LPRWAKXLIVVCOR,LPRWAKXLIVVCOR-1
1/11/21,48:00.0,LOP210111000278,NULL,Non-Dispatch,Vehicle,09X,BFO 1,Area 2,0,Monte Vista Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,Moving violation,22450(A)-VC-FAIL STOP VEH:XWALK/ETC-I,1,Driver,57,Over 40,60,M,Male,0,0,White,White,Yes,"None,",0,NULL,NULL,NULL,Yes,0,0,"Patrol car detention,",NULL,NULL,NULL,No,NULL,No,NULL,0,No,NULL,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/13/21,451WAKI4ZWYW9C,451WAKI4ZWYW9C,451WAKI4ZWYW9C-1
1/12/21,49:00.0,LOP210112000772,NULL,Non-Dispatch,Vehicle,20X,BFO 1,Area 3,1300,25th Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,50,Over 40,40,F,Female,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2022252,15,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,207WALTTX5Q8G4,207WALTTX5Q8G4,207WALTTX5Q8G4-1
1/12/21,50:00.0,LOP210112000067,21-001831,Non-Dispatch,Vehicle,20X,BFO 1,Area 3,1400,Derby Avenue,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,31,30-39,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2062448,30,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/12/21,870WALDESB5CTB,870WALDESB5CTB,870WALDESB5CTB-1
1/12/21,16:00.0,LOP210112000797,NULL,Non-Dispatch,Vehicle,20X,BFO 1,Area 3,2400,E 12th Street,No,Yes,Traffic violation,NULL,Traffic Violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,Moving violation,21461.5-VC-PED FAIL OBEY TRAFIC SIGN-I,1,Driver,27,18-29,30,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2022254,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,207WALVERVOKXZ,207WALVERVOKXZ,207WALVERVOKXZ-1
1/12/21,55:00.0,LOP210112000823,NULL,Non-Dispatch,Vehicle,20X,BFO 1,Area 3,3500,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,Moving violation,21453(A)-VC-FAIL STOP LINE/ETC AT RED-I,1,Driver,18,18-29,20,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138388,5,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,280WAMHHP0VJ8H,280WAMHHP0VJ8H,280WAMHHP0VJ8H-1
1/12/21,51:00.0,LOP210112000822,NULL,Non-Dispatch,Vehicle,20X,BFO 1,Area 3,3000,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,24,18-29,30,M,Male,0,0,Hispanic,Hispanic/Latino(a),No,"None,",0,NULL,NULL,NULL,Yes,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,NULL,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Warning (verbal or written) - Offense(s) required,",Warning,NULL,1/13/21,224WALU3G7UQVE,224WALU3G7UQVE,224WALU3G7UQVE-1
1/12/21,35:00.0,LOP210112000760,NULL,Non-Dispatch,Vehicle,20X,BFO 1,Area 3,2700,International Boulevard,No,Yes,Traffic violation,NULL,Traffic Violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,Moving violation,21655.5-VC-DISOBEY TRAFFIC LANE SIGN-I,1,Driver,27,18-29,45,M,Male,0,0,Black/African American,Black/African American,No,"None,",0,NULL,NULL,NULL,No,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,No,2138205,10,NULL,No,None,NULL,NULL,"None,",No,NULL,No,NULL,"Field Interview card completed,Citation for infraction - Offense(s) required,",Citation,NULL,1/13/21,224WALTACDXWL6,224WALTACDXWL6,224WALTACDXWL6-1
