Date,Time,Street,Cross Street,Source of Call,Total OnScene Time,Stop - K-12?,Stop - School Code,Stop - Officer Assignment,Stop - Reason For,Stop - Suspicion Types,Stop - Violation Type,Stop - Perc Race,Stop - Perc Disabilities,Stop - Perc Gender,Stop - Perc LGBT?,Stop - Limited English?,Stop - Perc Age,Stop - Actions Taken,Stop - Search Basis,Stop - Evidence Discovered,Stop - Seized Property Basis,Stop - Seized Property Type,Stop - Result,Stop - Citation Code 1,Stop - Citation Desc 1,Stop - Custodial Code 1,Stop - Custodial Desc 1,Stop - Cite/Release Code 1,Stop - Cite/Release Desc 1,Stop - Warning Code 1,Stop - Warning Desc 1,Stop - Educ Section,Stop - Educ Subdivision
1/8/20,20:13:17,MILLER DR,RUSSELL BL/7TH ST,9,146,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Female,F,F,70,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,Alcohol,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
1/8/20,23:54:33,RESEARCH PARK DR,RICHARDS BL/COWELL BL (CHEVRON),O,16,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Male,F,F,40,None,,,,,Citation for infraction,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,,,,,,,
1/8/20,01:05:01,RESEARCH PARK DR,RICHARDS BL/COWELL BL (CHEVRON),O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,35,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
1/8/20,19:32:23,OHLONE ST,MONO PL/MAIDU PL,9,373,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Black/African American,None,Male,F,F,25,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,243(E)(1) PC,BAT:SPOUSE/EX SP/DATE/ETC - M,,,,,,
1/8/20,22:51:58,CHILES RD,MACE BL/EL CEMONTE AV,O,12,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,35,Search of property was conducted,Evidence of crime,None,,,Warning (verbal or written),,,,,,,24601 VC,FAIL MAINT LIC PLATE LAMP - I,,
1/9/20,09:21:50,MACE BL,ALHAMBRA DR/2ND ST,O,65,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,White,None,Male,F,F,38,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
1/9/20,16:51:43,LYNDELL TR,JOHN JONES RD,W,105,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Officer witnessed commission of a crime,,Hispanic/Latino,None,Male,F,F,45,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
1/9/20,00:26:16,RESEARCH PARK DR,RICHARDS BL/COWELL BL (CHEVRON),O,174,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",Hispanic/Latino,None,Male,F,F,40,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
1/9/20,00:26:16,RESEARCH PARK DR,RICHARDS BL/COWELL BL (CHEVRON),O,174,F,,"Patrol, traffic enforcement, field operations",Traffic violation,Officer witnessed commission of a crime,"Non-moving violation, including registration",Hispanic/Latino,None,Female,F,F,25,"Handcuffed or flex cuffed, Patrol car detention, Property was seized, Search of person was conducted, Search of property was conducted","Condition of parole/probation/PRCS/mandatory supervision, Evidence of crime",Drugs/narcotics,Evidence,"Drug paraphernalia, Drugs/narcotics","Custodial arrest pursuant to outstanding warrant, Custodial arrest without warrant",,,11377(A) HS,POSS CONTROLLED SUBSTANCE - F,,,,,,
1/9/20,00:18:34,RICHARDS BL,OLIVE DR,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Hispanic/Latino,None,Male,F,F,25,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
1/9/20,21:46:10,MACE BL,I80,O,8,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,30,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
1/9/20,23:39:55,COWELL BL,VALDORA ST/POLE LINE RD,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,30,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
1/9/20,02:27:51,RUSSELL BL,SYCAMORE LN,W,253,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Matched suspect description,,Middle Eastern or South Asian,None,Male,F,F,24,"Field sobriety test conducted, Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,23152(A) VC,DUI ALCOHOL - M,,,,,,
1/9/20,17:12:41,7TH ST,E ST/F ST,W,41,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,White,None,Male,F,F,26,"Property was seized, Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,Cell phone(s) or electronic device(s),Safekeeping as allowed by law/statute,Cell phone(s) or electronic devices,Warning (verbal or written),,,,,,,602 PC,TRESPASSING - M,,
1/9/20,23:55:29,CHILES RD,ENSENADA DR/MACE BL,O,120,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,White,None,Male,F,F,32,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
1/9/20,23:19:49,ALVARADO AV,ANDERSON RD/SYCAMORE LN,T,183,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Other reasonable suspicion of a crime, Witness or victim identification of suspect at the scene",,Asian,None,Male,F,F,23,Handcuffed or flex cuffed,,,,,Custodial arrest without warrant,,,273.5 PC,INFLICT CRPL INJ SP/COHAB - F,,,,,,
1/10/20,21:18:10,RUSSELL BL,ARTHUR ST,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,70,None,,,,,Warning (verbal or written),,,,,,,24603(E) VC,STOPLAMPS VIOL:N/VISIBLE - I,,
1/10/20,10:08:45,DANBURY ST,LILLARD DR/EMERALD BAY DR,O,15,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,45,None,,,,,Citation for infraction,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,,,,,,,
1/10/20,19:34:23,ANDERSON RD,HANOVER DR/W COVELL BL,T,215,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Actions indicative of engaging in a violent crime,,Black/African American,None,Male,F,F,60,"Handcuffed or flex cuffed, Property was seized, Search of person was conducted",Incident to arrest,Drug paraphernalia,Contraband,Drug paraphernalia,Custodial arrest without warrant,,,211 PC,ROBBERY - F,,,,,,
1/10/20,15:40:50,CHILES RD,COWELL BL,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,30,None,,,,,Warning (verbal or written),,,,,,,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,
1/10/20,05:55:50,LAKE BL,BOATHOUSE AV/W COVELL BL,W,95,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,None,Male,F,F,25,"Firearm pointed at person, Handcuffed or flex cuffed, Other physical or vehicle contact, Property was seized, Search of person was conducted",Incident to arrest,Alcohol,Contraband,Alcohol,Custodial arrest without warrant,,,647(F) PC,DISORD CONDUCT:ALCOHOL - M,,,,,,
1/11/20,22:27:17,POLE LINE RD,CHESTNUT LN,O,11,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Male,F,F,22,None,,,,,Citation for infraction,4000(A)(1) VC,NO REG:VEH/TRAILER/ETC - I,,,,,,,,
1/12/20,01:33:58,G ST,4TH ST/5TH ST,W,43,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Matched suspect description,,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Search of person was conducted","Officer safety/safety of others, Suspected weapons",None,,,No action,,,,,,,,,,
1/12/20,20:29:01,CHILES RD,MACE BL/EL CEMONTE AV,T,150,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,Mental health condition,Male,F,F,40,"Handcuffed or flex cuffed, Search of person was conducted",Officer safety/safety of others,None,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
1/12/20,10:55:11,B ST,5TH ST/6TH ST,W,118,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Other reasonable suspicion of a crime",,White,None,Male,F,F,42,"Handcuffed or flex cuffed, Search of person was conducted",Incident to arrest,None,,,Custodial arrest pursuant to outstanding warrant,,,,,,,,,,
1/12/20,03:15:46,I 80 E,RICHARDS BL,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,"Black/African American, Hispanic/Latino",None,Female,F,F,30,None,,,,,No action,,,,,,,,,,
1/12/20,00:19:09,F ST,E 14TH ST,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,26,None,,,,,No action,,,,,,,,,,
1/12/20,03:46:42,E 8TH ST,J ST,O,1,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,22,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
1/12/20,01:42:57,LAKE BL,BOATHOUSE AV/W COVELL BL,O,7,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Female,F,F,21,None,,,,,Citation for infraction,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,,,,,,,
1/12/20,02:46:59,9TH ST,F ST,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
1/12/20,15:13:46,F ST,AMAPOLA DR/BUENO DR,O,181,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,Hispanic/Latino,Mental health condition,Female,F,F,35,Handcuffed or flex cuffed,,,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
1/13/20,21:34:34,OHLONE ST,MONO PL/MAIDU PL,O,16,F,,"Patrol, traffic enforcement, field operations",Consensual encounter resulting in search,,,Black/African American,None,Male,F,F,25,"Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,No action,,,,,,,,,,
1/13/20,21:29:45,2ND ST,PENA DR,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Black/African American,None,Female,F,F,20,None,,,,,Warning (verbal or written),,,,,,,21460.5(C) VC,DRIVE 2WAY LEFT TURN LANE - I,,
1/13/20,15:48:52,E 8TH ST,CHESTNUT LN/POLE LINE RD,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Male,F,F,50,None,,,,,Warning (verbal or written),,,,,,,21209 VC,MOTOR VEH IN BIKE LANE - I,,
1/13/20,11:14:34,G ST,1ST ST/2ND ST,T,50,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Matched suspect description, Witness or victim identification of suspect at the scene",,White,None,Male,F,F,35,"Asked for consent to search person, Asked for consent to search property, Search of person was conducted, Search of property was conducted","Consent given, Visible contraband",Alcohol,,,Warning (verbal or written),,,,,,,459 PC,BURGLARY - F,,
1/13/20,20:11:42,B ST,1ST ST,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,25,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
1/13/20,22:33:03,OAK AV,RUSSELL BL,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Female,F,F,22,None,,,,,Warning (verbal or written),,,,,,,24252(A) VC,FAIL MAINT VEH LITE EQUIP - I,,
1/13/20,20:46:58,F ST,2ND ST,O,2,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Female,F,F,20,None,,,,,Warning (verbal or written),,,,,,,24250 VC,DRIVE WITHOUT LIGHTS:DARK - I,,
1/13/20,00:15:48,CHILES RD,LA VIDA WY/LA VIDA WY,O,6,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Male,F,F,25,None,,,,,No action,,,,,,,,,,
1/14/20,00:55:34,I 80 E,MACE BL,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,30,None,,,,,Warning (verbal or written),,,,,,,4000(A) VC,NO REG:VEH/TRAILER/ETC - I,,
1/14/20,23:36:01,MACE BL,CR104/E COVELL BL,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,25,None,,,,,Warning (verbal or written),,,,,,,24603 VC,STOPLAMP VIOLATIONS - I,,
1/14/20,22:10:37,E COVELL BL,L ST,O,3,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,"Non-moving violation, including registration",White,None,Female,F,F,80,None,,,,,No action,,,,,,,,,,
1/14/20,01:28:33,2ND ST,POLE LINE RD/CANTRILL DR,W,323,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Male,F,F,30,"Handcuffed or flex cuffed, Patrol car detention, Search of person was conducted",Incident to arrest,None,,,Custodial arrest without warrant,,,23110(B) VC,THROW SUB AT VEH:INT:GBI - F,,,,,,
1/14/20,20:19:27,5TH ST,C ST,O,14,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Asian,None,Male,F,F,24,None,,,,,Citation for infraction,21461(A) VC,DRIVER FAIL OBEY SIGN/ETC - I,,,,,,,,
1/14/20,16:42:38,RESEARCH PARK DR,POLE LINE RD/COWELL BL (PARK),O,43,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,"Actions indicative of a drug transaction, Other reasonable suspicion of a crime",,"Hispanic/Latino, White",None,Male,F,F,30,"Asked for consent to search person, Asked for consent to search property",,,,,Warning (verbal or written),,,,,,,11377(A) HS,POSS CONTROLLED SUBSTANCE - F,,
1/14/20,08:35:00,LILLARD DR,COWELL BL,O,17,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,White,None,Female,F,F,25,None,,,,,Citation for infraction,22350 VC,UNSAFE SPEED:PREVAIL COND - I,,,,,,,,
1/14/20,10:36:34,MOORE BL,BOTICELLI PL,O,56,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,30,"Curbside detention, Person removed from vehicle by order, Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,Citation for infraction,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,,,,,,,
1/14/20,16:42:38,RESEARCH PARK DR,POLE LINE RD/COWELL BL (PARK),O,43,F,,"Patrol, traffic enforcement, field operations",Known to be on parole/probation/PRCS/mandatory supervision,,,White,None,Male,F,F,30,"Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,Warning (verbal or written),,,,,,,1203.3 PC,PROBATION REVOKED/ETC - X,,
1/15/20,23:23:39,F ST,AMAPOLA DR/BUENO DR,O,4,F,,"Patrol, traffic enforcement, field operations",Traffic violation,Officer witnessed commission of a crime,Moving violation,White,None,Female,F,F,75,None,,,,,Warning (verbal or written),,,,,,,22450(A) VC,FAIL STOP VEH:XWALK/ETC - I,,
1/15/20,21:45:38,MACE BL,ALHAMBRA DR/2ND ST,O,23,F,,"Patrol, traffic enforcement, field operations",Traffic violation,Other reasonable suspicion of a crime,Moving violation,Hispanic/Latino,None,Male,F,F,30,"Search of person was conducted, Search of property was conducted",Condition of parole/probation/PRCS/mandatory supervision,None,,,No action,,,,,,,,,,
1/15/20,02:43:22,ALHAMBRA DR,ARROYO AV/MACE BL,O,0,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,White,None,Male,F,F,45,None,,,,,No action,,,,,,,,,,
1/15/20,13:32:38,DREXEL DR,AUBURN DR/HEMLOCK LN,O,119,F,,K-12 public school,Reasonable suspicion that this person was engaged in criminal activity,Other reasonable suspicion of a crime,,White,None,Female,F,F,15,Patrol car detention,,,,,"Noncriminal transport or caretaking transport (including transport by officer, ambulance or other agency), Psychiatric hold (W&I Code 5150 or 5585.20)",,,,,,,,,,
1/15/20,13:28:35,DREW CI,COWELL BL,T,62,F,,"Patrol, traffic enforcement, field operations",Reasonable suspicion that this person was engaged in criminal activity,Matched suspect description,,White,None,Male,F,F,35,"Curbside detention, Search of person was conducted","Officer safety/safety of others, Suspected weapons",None,,,No action,,,,,,,,,,
1/15/20,21:10:11,CHILES RD,MACE BL/EL CEMONTE AV,O,5,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Equipment violation,Black/African American,None,Male,F,F,20,None,,,,,Warning (verbal or written),,,,,,,26708(A)(1) VC,OPR VEH:WINDOW OBSTRUCTED - I,,
1/15/20,23:19:56,RESEARCH PARK DR,RICHARDS BL/COWELL BL (CHEVRON),O,19,F,,"Patrol, traffic enforcement, field operations",Traffic violation,,Moving violation,Hispanic/Latino,None,Male,F,F,35,None,,,,,Warning (verbal or written),,,,,,,12500(A) VC,DRIVE W/O LICENSE - M,,
